concept_id
762300
437897
4263730
4211693
4203919
4263107
605832
43021625
619135
618994
604345
618992
4188554
4161458
4155964
4161459
4161975
45766080
45766084
45766185
4117862
4231452
4089254
43020630
43020946
43021473
43021941
437461
43020949
43020947
43020948
43020950
43021624
43020459
4020159
4119461
321041
314368
315273
3654724
4095624
4353740
4108166
4178551
4182346
37163275
45766082
45771317
45766083
4354063
45766081
45766186
4125005
4125007
4120277
4122764
4125008
4120278
4125004
4125006
4120279
45766086
45766069
45766071
45766072
4353822
45766078
45766079
45773168
45766094
45773076
45766182
45766180
45766177
45766179
45766178
45766181
45766103
4088260
4089367
4081039
4062117
4040820
4222174
4078214
4154293
4156119
4313828
4301373
4259295
607639
4215619
3654725
